book,chapter,verse,spanish,nasa_yuwe
1JN,5,3,"Amar a Dios quiere decir que seguimos sus mandamientos, y sus mandamientos no son una carga pesada.",Dxusna peeygãani txã'wẽ txajx jxkaahnitx nwẽese'jnisa'. Txajx jxkaahni' jxthaakwe yu' thẽysameeta'.
1JN,5,4,Todo el que nace de Dios vence al mundo. La manera como obtenemos la victoria y vencemos al mundo es por la fe en Dios.,Maawa Dxus luuçxa' naa kiwete ewmeesa's nwẽese'jmée jxuka knayu'tx. Jesukristo's ũusuh jxuka yaakxpa'ga yuuçxáak naa kiwete ewmeesa's ya'knayu'.
1JN,5,5,"¿Quién puede vencer al mundo? Solo los que creen en Jesús, creyendo que él es el Hijo de Dios.","Maawa Jesusa' Dxus Nçxi'kna sũhna ũusuh jxuka yaakxsa yuuçxáa, naa kiwete ewmeesa's nwẽese'jmée knayuutxna. Jesukristo' Dxus nçxi'ktewa kaajiyu'jsa' naata'"
1JN,5,6,"Él es el que vino por agua y sangre, Jesucristo. No solo vino por agua, sino por agua y sangre. El Espíritu prueba y confirma esto, porque el Espíritu es la verdad.","Jesukristo naa kiwete kĩisa' Dxus Nçxi'ktewa kaajiyu'jsa' naata': Yu'te bautisãyni vxite' kluuste uuni. Nawa yu'te bautisãynijũçxáa yu' açxaméek ew ya'jiyu', naasáa kluuste uuniisa yakh txãa e'z jwedsa yakh yuuçxáak isa ew ya'jiyu' Dxus Nçxi'ktewa. Txã'sa' Dxus Espirituk txã'jĩ'. Txajx we'weni' isasata'."
1JN,5,7,Así que hay tres que dan evidencia de ello:,"Jesukristo' Dxus Nçxi'ktewa jiisa cielute' tekhta': Dxusa', vxite' Jesukristo íiçxá', vxite' Dxus Espiritu'. Aça' txãa tekhsa' txãa na'wẽçxaçxáatx we'we'."
1JN,5,8,"el Espíritu, el agua, y la sangre, y los tres están de acuerdo como si fueran uno.","Txã'wẽy Jesukristo' Dxus Nçxi'ktewa jiisa naa kiwete' tekhta': Dxus Espiritu, vxite' yu'te bautisãynisa vxite' kluuste uuniisa. Aça' txãa tekhsa' txãa na'wẽçxaçxáatx we'we'."
1JN,5,9,"Si aceptamos la evidencia que dan los testigos humanos, entonces la evidencia que da Dios es más importante. La evidencia que Dios da es su testimonio sobre su Hijo.","Piçthẽ'jwe'sx pta'sxniçxáa yuhnawa isa yuh we'wene' sũhnatha'w jxpa'ga'. Aça' Dxus we'weni yu' wejx jxthaakwe isasa yuhna sũhna jxpa'gawa'j ji'ptha'w, txãa pa'gatey Dxus yuuk we'weçxa': Jesukristo' Adx Nçxi'ka' jĩ' naa pa'ga."
1JN,5,10,"Los que creen en el Hijo de Dios han aceptado y se han aferrado a esta evidencia. Los que no creen en Dios, llaman a Dios mentirosos, porque no creen la evidencia que Dios da sobre su Hijo.","Jesukristo' Dxus Nçxi'ka' sũhna fxi'zesa', Dxus Nçxi'ka's ũuste jxpa'gasaçxa txã'wẽ yaakina. Nawa Dxus we'weçxa': Jesukristo' Adx Nçxi'ka' jĩni's maawa jxpa'gasame', Dxusa' ĩsxiija'k jĩsa yuuna, txã'wẽ Dxusa' isane' we'we' sũhmeeçxa."
1JN,5,11,Y la evidencia es esta: Dios nos ha dado vida eterna por medio de su Hijo.,"Jesukristo' Dxus Nçxi'ka' jĩna we'weçxa', Dxusa' kwe'sxtxi' pçumée ĩtxi fxi'zewa'ja's peesku jĩnisa', txãa yuuçxáa pçumée ĩtxi fxi'zewa'ja's ji'phsa' naa pa'ga."
1JN,5,12,Todo el que tiene al Hijo tiene vida; y quien no tiene al Hijo no tiene vida.,"Txãa pa'ga maawa Dxus Nçxi'ka's ũuste jxpa'gasa', pçumée ĩtxi fxi'zewa'ja's ji'phsa yuutxna. Nawa Dxus Nçxi'ka's ũuste jxpa'gasame', pçumée ĩtxi fxi'zewa'ja's ji'phmeesa yuutxna. Pkal perdon ji'phmeesawa ũsta'"
1JN,5,13,"Escribo para decirles a los que entre ustedes creen en el nombre del Hijo de Dios, para que puedan estar seguros que tienen la vida eterna.","Dxus Nçxi'ka's ũuste jxpa'gasa', pçumée ĩtxi fxi'zewa'ja's ji'phne'tka'w sũhna jiyukahnthu i'kwe'sxtxi pta'sxna fxi'ja'."
1JN,5,14,Podemos estar seguros de que él nos escuchará siempre y cuando pidamos conforme a su voluntad.,Aça' txã'wẽ yaakxsatxi' Dxusa' pasu'k txajx jxthãasniçxá's pxthaa we'wena pẽjxte' txã'sa' ew jiitha'w.
1JN,5,15,"Si sabemos que él oye nuestras peticiones, podemos estar seguros de que recibiremos lo que le pedimos.",Kwe'sx pxthaa we'weni's Dxusa' wẽse'jna ũstewa ma'wẽ ew jiitka'w txã'wẽy kwe'sx pẽyni's jxpa'gawa'ja'swa ew jiitha'w.
1JN,5,16,"Si ves a tu hermano en la fe cometiendo un pecado que no es mortal, debes orar y Dios le otorgará vida al que ha pecado. (Pero no por un pecado mortal. Porque hay un pecado que es mortal, y no quiero decir que la gente deba orar por eso.","Yakhthẽ'j pkalte fxi'zena ũstewa txãa pkala' perdon ji'phte uyçxa', maawa Dxusa's neewe'wewa'ja' txãa pkalsa pa'gate, aça' yakhthẽ'j txã'wẽ fxi'zesa's Dxusa' ĩtxi fxi'zewa'ja's peesuna. Nawa pkal perdon ji'phmeesa ũsta' txã'wẽsate fxi'zena ũste yu', Dxusa's neewe'wewa'ja's jxkaja'çmeeth."
1JN,5,17,"Sí, todo lo que no es recto es pecado, pero hay un pecado que no es mortal).","Kĩhwa ewmée yũuni' pkalçxaçxáata', nawa perdon ji'phta'."
1JN,5,18,Reconocemos que los que nacen de Dios no siguen pecando más. El Hijo de Dios los protege y el diablo no puede hacerles daño.,Kwe'sxa' jiitha'w maawa Dxus luuçx yã'ja' peena yu' pkalte fxi'ze'çme'. Txã'wẽ yũuwe'sxte Dxus Nçxi'ka' txajx kusetek jxaawu' eçxthẽ'j suwkahmén. Txãa pa'gak pkalte fxi'ze'çmée.
1JN,5,19,"Pues sabemos que pertenecemos a Dios, y que el mundo está bajo control del maligno.","Kwe'sxa' Dxus luuçx yuhtha'w, nawa naa kiwete nasa jxukaysa Dxusna yajkxmée fxi'zesa' eçxthẽ'j kusetewe'sxta' txã'sa' jiitha'w."
1JN,5,20,"También sabemos que el Hijo de Dios ha venido, y nos ha ayudado a entender, para que podamos reconocer al que es verdadero. Vivimos en él, que es verdadero, en su Hijo Jesucristo. Él es el verdadero Dios, y es vida eterna.","Jiitha'w Dxus Nçxi'k naa kiwete kĩhçxa', Dxus ĩtxisa's jiyuwa'ja's kwe'sxtxi ũsku. Txãa pa'ga Dxus ĩtxisa Nçxi'k Jesukristo yakh fxi'zena ũstha'w. Txãa Dxus ĩtxisa' bagaçxte yuhwa pçumée ĩtxi fxi'zewa'ja's kwe'sxtxi peessa'."
1JN,5,21,"Amigos queridos, aléjense del culto a los ídolos. < 5 >","Adx luuçxwe'sx, mpa'yajkxwe dxusmeeçxá's yaakxni's. < 5 >"
1PE,1,1,"Esta carta viene de Pedro, apóstol de Jesucristo, y es enviada al pueblo escogido de Dios: a los exiliados que están dispersos por todas las provincias de Ponto, Galacia, Capadocia, Asia, y Bitinia.","Adxa' Jesukristo jxkaahnisa Pedro yaaseth. Naa karta's fxi'jaçthu vxite kiwesu u'p-ya' u'jsawe'sxtxi, Ponto, Galacia, Kapadocia, Asia, Bitinia txãa kiwesuwe'sxtxi."
1PE,1,2,"Ustedes fueron elegidos por Dios, el Padre, en su sabiduría, y son un pueblo santo por el Espíritu, que obedece a Jesucristo y que está rociado con su sangre. Tengan gracia y paz cada vez más.",I'kwe'sxtxi txhitxhwa'ja's Dxus kwe'sx Tata' nyafxiitey ma'wẽne' pheu'jçxa ji'phu' txã'sa' kxtey yuuk. Txãasak Dxus Espiritu' i'kwe'sxtxi ewmeejũ txuhdeçxa Jesukristo eeju nuyaate Jesukristoçxá's nwẽese'khan. Txã'wẽ Dxus pu'çxpa'ga ãçxha' seena' wala wẽt mfxi'zewe. Na'wẽsa's jxpa'gaya' ũythasna fxi'zeni
1PE,1,3,"¡Alabado sea Dios, el Padre de nuestro Señor Jesucristo! Por su gran misericordia hemos nacido de nuevo y se nos ha dado una esperanza viva por la resurrección de Jesucristo de entre los muertos.","Ãçxha' kwe'sxtxi jxpe'jsa Jesukristo Tata's weçxana tuuthe'jega. Txã' kwe'sx ewmeesatewa peeygãhçxa ki' u'se upxsa na'wẽ yuuwa'ja's vxitku, nawa Jesukristo kwe'sx pa'gate uuçxa ki' ĩtxi yuupa'gaçxáak txã'wẽ yũu."
1PE,1,4,"Esta herencia es eterna, y nunca se daña ni se desvanece, y está ahí segura para ustedes.","Txãa pa'gak ew jii ya'fxi'ze', Dxusa' cielute kwe'sxtxi ũswa'j jxaawni ji'pha' txã'sa' jxpa'ga'nja'w sũhna ũythasna. Txã' bagaçxte yuhwa pçumeena sa' suweewameena sa' vxituwameena."
1PE,1,5,"Por la fe de ustedes en él, Dios los protegerá con su poder hasta que venga la salvación. La salvación que está lista para ser revelada en el último día.","I'kwe'sxa' Dxusa's ũuste jxpubamée yaakxwa'ja's ji'phi'kwe, naa pa'ga txã' i'kwe'sxtxi jxaawuuna nmeh en ãhte i'kwe'sx cielute pa'jwa'ja's pheu'jçxa ji'pha' txã'sa' jxpa'gakahn."
1PE,1,6,"Así que estén felices por esto, aunque estén tristes por un poco de tiempo, mientras soportan distintas pruebas.","Txãa pa'ga i'kwe'sxa' iiméh wala weçxana meswe, makwe maa enteya' nxuswa'j en ma'wẽsawa pa'thewa."
1PE,1,7,"Estas demuestran que su fe en Dios es genuina—aunque también puede ser destruida—y esa fe es más valiosa que el oro. De este modo, su fe en Dios será reconocida y ustedes recibirán alabanza, gloria y honra cuando Cristo aparezca.","Txãa pa'gatey nxuswa'j en thẽysa pa'ja'tx txã' Dxusa's jxpubamée jwee íiçxáa çxhãçxha yaakxwa'ja's pheu'jsata', vxyuu beja'swa ew zhiçxkwe neeyũukahn ma'wẽga ipxte kabçxa ya'pheu'ju' txã'wẽy. Aça' makwe thẽysa nxuswa'j en pa'thewa Dxusa's jxpubamée yaakxni's ivxiitusame' vxyuu beh pçusaate jxthaakwe pa'gasa yuuna. Txã'wẽ yũusa' isa weçxana jxtuhthesa yuune'kwe naa kiwete Jesukristo kĩi ente'."
1PE,1,8,"Ustedes lo aman aunque nunca lo han visto. Aunque no pueden verlo ahora, creen en él y están llenos de una felicidad maravillosa e indescriptible.","I'kwe'sx yafxju yu' Jesukristo's uymeeçxawa, peeygãhçxa nwẽese'je'i'kwe, sa' uymeeçxawa txã'sna yajkxçxa iiméh seena' wala ũuste weçxweçxa yaaki'i'kwe. Txã'wẽ ũuste iiméh seena' wala zhiçxkwe wẽtwẽt yaakxni's pta'sxya' ya'ãja'çme'."
1PE,1,9,"¡Y por creer en él, su recompensa será la salvación!",I'kwe'sxa' txã'wẽ Dxusa's jxpubamée yaakxwa'ja's ji'phupa'ga i'kwe'sx ũusa' ewte neeyũuna.
1PE,1,10,La salvación que buscaban y de la cual investigaban los profetas cuando hablaban de la gracia que estaba preparada para ustedes.,Dxus peeygãhçxa i'kwe'sxtxi ewte nvxiitwa'ja's jiyuçxa pta'sxsa nyafxíi enteywe'sxa' wala paapẽjxna atxahtx ewte neeyũuwa'j jĩni's.
1PE,1,11,"Trataron de descubrir cuándo y cómo esto sucedería, porque el Espíritu de Cristo dentro de ellos hablaba de manera clara sobre los sufrimientos de Cristo y la gloria que vendría.",Txã'wẽ Dxus Espiritu' txãawe'sxtxi' dxiikhẽy kaajiyu'kh ewte nvxiitwa'jsa' wala pxthaa yuuçxawa txãa e'su' wala jxtuhthesa yuuwa'jsa' jĩna. Txãa pa'gatx Dxusna selpisaawe'sxa' jiyu wẽe txã'wẽ yuuwa'jsa' kimki sa' bagaçxki açki'k Dxus Espiritu' txã'wẽ pta'sxi' sũhna.
1PE,1,12,"A ellos se les explicó que lo que hacían no era para ellos mismos, sino para ustedes, pues aquello de lo que ellos hablaron, ustedes lo han aprendido de aquellos que compartieron la buena noticia con ustedes por el Espíritu Santo que el cielo envió. ¡Hasta los ángeles quieren saber sobre esto!","Txã'wẽ paapẽjxna ũste', Dxusa' txãawe'sxtxi pejka kaajiyu'kh txã'wẽ pta'sxnisa' i'kwe'sx jĩi meea', vxite ensuwe'sx jĩia' jĩk. Txã'wẽ ewte neeyũuwa'j seena' wẽtwẽt-sa's Dxus ũsku txã'sa' angeleswe'sx yuhwa jweeíiçxáa wala jiyuwaça' sũju'tx, txã'wẽ seena' zhiçxkwesa pa'ga. Kĩh pkal yuhwa ji'phmée fxi'zekahnku Dxusa' pa'ya"
1PE,1,13,Asegúrense de que sus mentes estén alerta. Tengan un pensamiento claro. Fijen su esperanza exclusivamente en la gracia que les será dada cuando Jesús sea revelado.,Txãa pa'ga ew miiyajkxwe ma'wẽ ew fxi'zewa'ja'swa wala jxpa'yakx. Dxusa' i'kwe'sxtxi peeygãhçxa Jesukristo vxyaa ente' ũsya'wa' txã'sçxáana ũythasna meswe.
1PE,1,14,"Vivan como hijos obedientes. No se permitan a ustedes mismos ser moldeados por sus antiguos deseos pecaminosos, cuando no conocían algo mejor.","Nwẽese'jsa luuçx na'wẽ myuuwe. Nyafxiia' Dxusa's jiimeeçxa' ma'wẽkwe peekx ũus yaakxni ewmeesateçxáa fxi'ze' txã'wẽ yũunuwe,"
1PE,1,15,"Ahora necesitan ser santos en todo lo que hagan, así como Aquél que los llamó es santo.","wejxwa ũusuh jxuka ewmeejũ txuteeçxa ũuste kĩh pkal yuhwa ji'phmée mfxi'zewe, txãa pa'gatey i'kwe'sxtxi pa'yasa Dxuswa kĩh pkal yuhwa ji'phmeesa' naa pa'ga."
1PE,1,16,"Tal como dice la Escritura: “Sean santos, porque yo soy santo”.","Txajíik Dxus librute na'wẽ we'we': I'kwe'sxa' kĩh pkal yuhwa ji'phmeesa myuuwe, adxwa kĩh pkal yuhwa ji'phmeesath naa pa'ga jĩ'k."
1PE,1,17,"Puesto que ustedes le llaman Padre, y reconocen que él juzga a todos de manera imparcial, basado en sus obras, tomen en serio su vida aquí en la tierra, guardando reverencia hacia él.","Miiyajkxwe Dxusa' kwe'sx Tata' jĩna kxsusu'i'kwe txã' kim yuhtxwa nvxihtmée jxuka pẽywa'jsate jiiçxa', ũukhna mfxi'zewe naa kiwete makwe txaçx ĩtxi fxi'ze'ççxawa."
1PE,1,18,"Ya saben que no fueron liberados por su vana forma de vivir que heredaron de sus antepasados, por cosas que no tenían valor duradero, como el oro o la plata.","Yaçgawe'sx ma'wẽ ewmée fxi'zete', i'kwe'sxwa txã'wẽy ewmée fxi'zenijũ Dxusa' nwe'wek. Sa' i'kwe'sxa' ew jii i'kwe txã'wẽ nwe'wepa'ga kĩh yuhwa ya'dukhme' naa kiwete pçuwa'jsa ũsta' vxyuu beh vxyuu çxihme txã'wẽsa yakhçxáa yuhwa."
1PE,1,19,"Sino que fueron liberados con la preciosa sangre de Cristo, que fue como un cordero sin mancha ni defecto.",Naasáa Jesukristo ee yakh yuuçxáak dukhnisa yuu. Txã' piisxakuẽ kĩhte yuhwa ãça'meesa ewsa's ikhçxa pkaltxi yaateya' kabnisa na'wẽk yuu.
1PE,1,20,"Él fue elegido antes de la creación del mundo, pero fue revelado en estos últimos días para beneficio de ustedes.","Kristo' txã'wẽ yuuwa'kh txhitxhnisa yuu naa kiwe meetey, nawa naa ensuçxáak txã'wẽ yuuya' vxyaa i'kwe'sxtxi nwe'weya'."
1PE,1,21,"Por medio de él, ustedes creen en Dios, quien lo levantó de los muertos, y lo glorificó, para que ustedes puedan confiar y tener esperanza en Dios.","Kristo txã'wẽ yũupa'ga i'kwe Dxusa's jiyuya' ãja. Dxus íik Kristo uutewa ĩtxi vxitçxa tuhthe nvxiht, Dxus yuuçxáana yajkxna ũythasna fxi'zekahn."
1PE,1,22,"Ahora que se han consagrado a seguir la verdad, ámense unos a otros con sinceridad, como una verdadera familia.","Ãçxha' i'kwe'sxa' Dxus Espiritu pu'çxte', isa pta'sxni's wẽse'jçxa', i'kwe'sx ũustxi yaate i'kwe ũusuh jxuka yajkxçxa yakhthẽ'jwe'sxtxi peeygãjxa'. Txã'wẽ yã'jçxa', puutx teeçxsa na'wẽçxah ya'mpeeygãhwe ũusuh jxuka yajkxna."
1PE,1,23,"Ustedes han nacido de nuevo, no son el producto de una “semilla” mortal, sino inmortal, por la palabra viva y eternal de Dios.","Txãa pa'gatey i'kwe'sxa' nasa naa kiwete pkalsa ji'jmée, kĩh pkal yuhwa ji'phmeesa ji'ji'kwe yuu. Dxus yuwe bagaçxte yuhwa pçuwa'jsame's wẽse'jçxa i'kwe txã'wẽ yuu. Dxus yuwe' bagaçxte yuhwa pçuwa'jsame'."
1PE,1,24,"Porque: “Todas las personas son como la hierba, y su gloria es como flores del campo. La hierba se seca y las flores se marchitan.","Txajíik Dxus libru' na'wẽ pta'sxi': Naa kiwete nasa' jxukaysa skhẽwwa'jsaçxáata'. Txãawe'sxa' makwe seena' wala jiisaçxawa, jxũth tasx na'wẽsaçxáata'. Jxũthwa uhdxte', kitewa wete'k txã'wẽysaçxáata'."
1PE,1,25,Pero la palabra de Dios permanece para siempre”. Esta palabra es la buena noticia de la que les hablaron antes. < 1 >,Nawa Dxus yuwe' bagaçxte yuhwa pçumée nes yuuwa'jsa' jĩ'k. Txãa Dxus yuwe's íik i'kwe'sxtxi pta'sxni yuu. < 1 >
1PE,2,1,"Así que renuncien a las malas obras que hacen: la deshonestidad, la hipocresía, el hablar mal de los demás.","Txãa pa'ga ewmée yũuya' yaakxni's jxuka manvxihtwe. Ĩsxiinisa, yuwejuçxáa ew we'weçxa' ũuste yu' ewmée yaakxni, vxitetx açeyaakxni, e'sgaçxáa ewmée nuywe'weni txã'wẽsatxi' nvxihtçxa,"
1PE,2,2,"Deben volverse como bebés recién nacidos que solo quieren leche espiritual pura, para que puedan crecer en la salvación","luuçx u'se kasehsawa ma'wẽga leçxi ewsaçxá's jxpa'ga', txã'wẽy i'kwe'sx ũuste ew kçxhãaçxha'jwa'jsaçxá's mpaakwewe. Txã'wẽ yũuçxa Dxus yakh çxhãçxha fxi'zene'kwe ewte neeyũuya'."
1PE,2,3,ahora que han probado cuán bueno es el Señor.,"Txã'wẽ myũuwe, kwe'sxtxi jxpe'jsa ewsatewa ew jiyu dxihçxa'. Kwet ĩtxisa na'wẽsa' Kristo'"
1PE,2,4,"Cuando se acerquen a él, la piedra viva que la gente rechazó como si fuera inútil, - pero que es elegida por Dios y preciada para él –","Kwe'sxtxi jxpe'jsa tasxte mutxaawe. Txã' kwet ĩtxisa na'wẽsa'. Txã'sa' naa kiwete nasa' ahçetx, nawa txãaíik kwet jxthaakwe ewsa Dxus txhitxhnisa yu'."
1PE,2,5,"ustedes también se convierten en piedras vivas, edificadas en una casa espiritual. Ustedes son sacerdocio santo que ofrece sacrificios espirituales y que Dios recibe con agrado por medio de Jesucristo.","I'kwe'sxwa kwet ĩtxisa na'wẽ i'kwe naa pa'ga Dxusa' i'kwe'sxtxi' txajx ũswa'j yat na'wẽsak vxitu', sa' txã'wẽçxáamée kĩh pkal yuhwa ji'phmée txajx tasxte yuuçxáa selpiina ũswa'jsak vxit, txãa pa'ga txajx tasxte utxaaçxa ewsa yuuçxá's kxtey myuuwe. Jesukristo pu'çxte', i'kwe'sx txã'wẽ yũuni's Dxusa' jxpa'gana."
1PE,2,6,"Como dice la Escritura: “¡Miren! Yo establezco en Sión su piedra angular, una piedra escogida de manera especial y valiosa. Todo el que crea en él no será defraudado”.","Txã'sna we'weçxak Dxus librute na'jĩ': Yat txaahwa'j kwet txhitxhnisa iiméh ewsa nvxiituçthu Sion judiuwe'sx kiwete, Aça' txã'sa' maawa jxpa'gasa' jxpubasáa yuumeena jĩ'k."
1PE,2,7,"Él es muy valioso para todos ustedes los que creen. Pero para los que no creen, “La piedra que los constructores rechazaron, y que llegó a ser la piedra angular del fundamento”.","I'kwe'sx ew jiyusa yakh yu' txãa kweta' iiméh wala ewsa'. Nawa jiyusamée yakha' na'wẽçxáak ya'yu' txã'wẽ yũuni's Dxus librute na'wẽk we'we': Yat txaahsawe'sxa' kweta's ahçeçxa wãatãhtewa, E'suyã'ja' txãaíik thaakwe ewsa yuuna pa'j jĩ'k."
1PE,2,8,"es “La piedra que hace tropezar y los hace caer”. La gente tropieza con este mensaje porque se niegan a aceptarlo, lo cual es completamente predecible en cuanto a ellos.","Vxite ajkhẽ' txãa kweta'síi we'weçxa': Kweta' kxu'çxafxi'jçxa pẽtxsaçxá' jĩ'k. Dxus yuwe's pta'sxtewa, txãawe'sxa' kxtey nwẽese'jsame' jxpubasaata', jiyuwa'jsamée ne'ta yu' naa pa'ga. Nasa Dxus txhitxhnisa"
1PE,2,9,"En cambio, ustedes son una familia elegida de manera especial, un sacerdocio real, una nación santa, un pueblo que pertenece a Dios. Por eso, pueden revelar las cosas maravillosas que él ha hecho, al sacarlos de la oscuridad a su luz admirable.","Nawa i'kwe'sxa' Dxus txhitxhnisai'kwe, txajx tasxte yuuçxáa selpiina ũswa'jsa. Dxus kusetewe'sxi'kwe, kĩh pkal yuhwa ji'phmeesa. Txãa pa'ga Dxus txakwe wala i'kwe'sxtxi ewte nvxiitni's pta'sxwa'j ji'phi'kwe. Txã'wẽ yũukahnku pa'ya, jiimée jxpubana çxhi'dxte ũsnijũ kasehçxa zhiçxkwe eena'te pa'khan."
1PE,2,10,"En el pasado, ustedes no eran nadie, pero ahora son el pueblo de Dios. En el pasado carecieron de misericordia, pero ahora la han recibido.","I'kwe'sxa' nyafxiia' Dxus jĩi yu'çmée i'kwe, nawa ãçxha' Dxus jĩi i'kwe. Nyafxíia' kim yuhwa peeygãanisamée i'kwe yu', nawa ãçxha' Dxus peeygãanisa i'kwe. Dxusna selpiina yuuçxáa mfxi'zewe"
1PE,2,11,"Amigos míos, les ruego como si fueran extranjeros en este mundo, que no se rindan ante los deseos físicos que están en oposición a lo espiritual.","Adx yakhthẽ'jwe'sxtxith neewe'we': I'kwe'sxa' naa kiwetewe'sxmée yã'ji'kwe, txãa pa'ga peekx kakwe ewmée yũuya' yaakxnitxi's nwẽese'jnuwe. Txã'wẽme' ũusa's suwsaata'."
1PE,2,12,"Asegúrense de actuar apropiadamente cuando estén en compañía de quienes no son cristianos, para que incluso si los acusaran de hacer lo malo, ellos puedan ver sus buenas obras y glorifiquen a Dios cuando venga.","Dxusa's jiimeesawe'sx ksxavxysu wala ew mfxi'zewe. Txãawe'sxa' ãçxhíi yu' wala açewe'we'tx i'kwe'sxtxi ewmeesa na'wẽ. Nawa Kristo kĩi ente' i'kwe'sx ew yũuni's uyçxa', Dxus luuçx yuh yu'ta jĩna tuuthe'jetxna."
1PE,2,13,"Obedezcan a la autoridad humana, por causa del Señor, ya sea al rey, como autoridad suprema,","Dxusa's jii yã'jsa' jxuka mwẽese'jwe naa kiwete jxkaahwa'jsa nvxiitni ũsta' txãawe'sxtxi, jxkaahsa npiiçthẽ'jsa ma'k yuu,"
1PE,2,14,o a los gobernantes que Dios designa para castigar a los que hacen el mal y dar reconocimiento a los que hacen el bien.,meeçxa' jxkaahsa nuuçxsa ma'tx yuu nawa jxuka. Txãawe'sxa' Dxus kaahnisata' ewmée yũusatxi' kastigãyna vxite' ew yũusatxi' nwe'wesa.
1PE,2,15,Dios quiere que al hacer el bien ustedes hagan callar las acusaciones ignorantes de los necios.,"Txãa pa'gatey Dxusa' i'kwe'sxtxi' ewku yũu jxthãasu' vxitetx, txã'wẽ yũuçxa açewe'wesatx sxuuna' vxit-ya'."
1PE,2,16,"¡Sí! ¡Ustedes son un pueblo libre! Así que no usen la libertad para disimular la maldad, sino vivan como siervos de Dios.","Dxus nwe'wenisa yã'jçxa', ew mfxi'zewe. Nawa nwe'wenisa yã'tha'w aça' kimwa ma'jĩmeena sũhçxa ewmée yũunuwe, wejxwa Dxus kusete selpisaatha'w sũhna ew yũuwa'jçxá's yajkxna mfxi'zewe."
1PE,2,17,Respeten a todos. Muestren su amor por la comunidad de creyentes. Reverencien a Dios. Respeten al rey.,"Jxukaysa yakh ewçxáa mfxi'zewe, yakhthẽ'jwe'sxtxi peeygãhna, jxkaahsawe'sxtxi nwẽese'jna, Dxusnawa txã'wẽy nwẽese'jna. Kristowa ma'wẽga pkxuuni yuu txã'wẽy myuuwe"
1PE,2,18,"Si eres un siervo, entonces mantente sujeto a tu amo, no solo a los que son buenos y nobles, sino también a los que son duros.","Selpisaawe'sxa' i'kwe'sx patrontxi wala jxpa'yakx nwẽese'jna kxtey myuuwe. I'kwe'sx patron ewsaçxáatx txã'wẽ yũumée, patron seena' juuna'satxwa ewçxáa myũuwe."
